Demanda;Categoria
Quero saber se continuo i scrito na SSep como correto de seguros. Pois hábitos anos fiz o curso e recebi um número de cadastro do Registeo, mas perdi e não  tenho mais o documento.. Era vinculado ao Banco Nacional .;Cadastro
Gostaria de saber se meu pai possuia algum seguro de vida ,só que eu tenho só o nome dele e o cpf.Consigo fazer umw consulta;Seguro de Pessoas
Bom dia,recebi uma solicitação para atualizar contrato social da minha empresa no cadastro do SUSEP, porém, ao efetuar o Login, da erro na página,já acessei de várias máquinas, e navegadores diferentes, e não consigo acesso, tentei contato via 3333 e não tive sucesso, dizendo que o número nãoexiste, e tenho prazo para atualizar essa documentação, oque faço se não consigo logar?;Cadastro
"Boa tarde, Gostaria de esclarecer uma dúvida.Uma seguradora possui um seguro com outra seguradora. O veículo de um cliente da primeira seguradora é furtado, porém, a seguradora não possui o valor total para pagar o cliente. A segunda seguradora tem a responsabilidade civil de complementar esse valor?Fico aguardando a resposta. Cordialmente;HZ.  ";Não identificada
desden 33 de novembro estou tentando junto a BB seguros dar entrada em um sinistro, mas o acesso ao site não tem bom esclarecimento, o site não apresenta prazos, já tentei ligar na ouvidoria (protocolo 3333333333333333333) pra que desse mais celeridade  e esclarecessem melhor as informações do site, mas não está adiantando.  o Sinistro aberto com numero 33333333333 continua sem prazo e demorando demais para dar andamento aos trâmites de indenização. Ou seja para vender seguros são ágeis, mas para resolver o sinistro ficam ganhando tempo.;Seguro de Danos
Existe alguma legislação que prevê o pagamento de mão de obra em caso de seguro residencial?;Outros
Boa tarde preciso de informações sobre seguros firmados para Izabel. Cpf33333333333 tem apólice em mãos por favor verifique TB  processo Susep 33333333333/3333-33   apólice 333333333     agradeço;Seguro de Pessoas
Acionei meu seguro auto em 33/33/3333 (Apólice nº 33333333333333). Em 33/33/3333 a oficina credenciada realizou a vistoria e informou a seguradora (Azul Seguros) a relação de peças para o conserto, processo esse autorizado pela mesma, conforme anexos. Hoje, dia 33/33/3333 exatos 33 (trinta e sete) dias após o início ainda não recebi meu veículo consertado, segundo a oficina credenciada, por ainda faltar o envio de 3 (três) peças. Questionada por telefone no período matutino de hoje, a seguradora disse que o prazo final seria 33 de março de 3333, o que já totalizaria 33 (cinquenta) dias do veículo no conserto. Tendo em vista toda essa demora, faço aqui a minha reclamação em relação a demora em entregar o veículo, o que tem me causando muitos transtornos e gastos extras devido ao fato de não poder usar o carro para vários fins do dia a dia, como ir ao trabalho, fazer compras (supermercado, farmácia), lazer entre outros.;Seguro de Automoveis
Ola,Eu medico ortopedista venho por este denunciar a empresa Jural Corretora de Seguros devido ato antiético, desvio de conduta medica e suposto aliciamento de paciente medico pela funcionaria da empresa Sra S no caso ocorrido na manha do dia 33/33/3333 na Santa Casa de Pompeia. Solicito investigação dos fatos e esclarecimento. Grato;Não identificada
ola boa tarde, minha tia falava que iria fazee um seguro de vida e botaria meu filho que é sobrinho dela como beneficiario. ela faleceu mais eu nao tenho certeza que ela tenha feito. como posso estar me informando sobre isso, se houvesse algum documento sobre isso provavelmente o esposo dela nao me informaria. podem me ajudar por favor?;Seguro de Pessoas
"Na qualidade de representante legal de RT MULTI SERVICE LTDA, sociedade empresária inscrita no CNPJ sob o nº 33.333.333/3333-33, com sede na Rua Capitão Manoel Torres, 3333, Santa Tereza, Piraí-RJ, CEP 33333-333, conforme procuração e contrato social anexado ao presente requerimento, solicito informações conforme passo a narrar:O veículo de propriedade da empresa RT, de placa RIX3H33, Renavam 33333333333 e Chassi 3BM333333MB333333, envolveu-se em acidente automobilístico com o veículo de propriedade de Thiago Mendes Leite, de placa ELG3G33, Renavam 33333333333 e Chassi 3AVFE3333ARA33333, em 33/33/3333 conforme registro de ocorrência.Considerando a possibilidade de que ambos os veículos poderiam estar cobertos por apólices de seguro à época do sinistro, assim como a empresa RT Multiservice também poderia estar coberta por apólice de seguros com cobertura para esse tipo de sinistro, solicito que a SUSEP informe se na data do acidente 33/33/3333 existiam apólices de seguro vigentes para:- RT MULTI SERVICE LTDA – CNPJ 33.333.333/3333-33;- Veículo Mercedes benz, modelo Axor, placa RIX3H33, Renavam 33333333333 e Chassi 3BM333333MB333333; e- Veículo BMW, modelo X3, de placa ELG3G33, Renavam 33333333333 e Chassi 3AVFE3333ARA33333.Ressalte-se, por oportuno, que as informações solicitados são para instruir o processo de número 3333333-33.3333.3.33.3333, em curso perante a comarcar de Belo Horizonte.Nestes termos,Solicita o deferimento e a prestação das informações acima solicitadas.";Seguro de Pessoas
"Preciso restabelecer o cadastro de minha empresa ALCA BRASIL CORRETORA DE SEGUROS LTDA, o mesmo foi suspenso em 33/33/3333 por motivo ""OUTROS"".Portanto, não consigo saber o que devo fazer e nem como devo proceder, já mandei emails e fiz contato com 33333333333, sem sucesso.Não obtivemos nenhuma resposta, nenhum retorno, então peço encarecidamente ajuda para que nós e nossos funcionários possam continuar trabalhando.";Cadastro
Recebi um comunicado da Susep dizendo que estou com pendencia, foi enviado um link mais através desde não fala qual a pendencia liguei na Susep onde fui informada que seria o CPF qual a pendencia pois para mim meu dados estão corretor .pessoal da SUSEP não ajuda em nada só mesmo suspende e fica por isso mesmo !!!!;Cadastro
bom dia!Meu pai trabalhava em uma empresa e possuía apólice de seguro de vida. A via dele foi extraviada e não consigo pega outra via pela empresa. Para consultar pelo site pede o numero da apólice e do CPF dele.  Gostaria se possível, se eu enviar o dados dele, vocês possam  me ajudar passando o numero da apólice para que minha mãe localize a apólice e acione a seguradora.Segue os dados do meu pai: Gilberto / CPF: 333.333.333-33 / RG: MG-3.333.333.;Seguro de Pessoas
"Ao inserir o CNPJ de minha corretora 33.333.333/3333-33 a fim de tentar emitir a certidão de minha corretora no site https://www3.susep.gov.br/safe/menumercado/certidoes/emite_certidoes_3333.asp, o site afirma que ""Nenhuma empresa foi encontrada com este nome"". No entanto no site https://www3.susep.gov.br/safe/Corretores/ consta meu cadastro como ativo. Como proceder para emitir a certidão?";Cadastro
Bom dia! Foi encaminhada uma reclamação minha aí pra vocês contra a Tele Sena, do sr. Abravanel, e a resposta foi a MAIS ABSURDA DO MUNDO, REFLEXO DESTE MISERÁVEL PAÍS DO PCC E DOS POLÍTICOS! A TELE SENA NÃO PAGA OS JUROS PROMETIDOS! AÍ VEIO A RESPOSTA DE VOCÊS - PAGOS COM MEU DINHEIRO DE CIDADÃO-TROUXA -, DIZENDO QUE NÃO RESOLVEM PROBLEMAS INDIVIDUAIS E QUE EU DEVERIA, EM ÚLTIMA QUESTÃO, ENTRAR COM AÇÃO JUDICIAL NOS ÓRGÃOS DE DEFESA DO CONSUMIDOR. ORA, ENTRAR COM AÇÃO POR CAUSA DE R$ 3,33???? VOCÊS ESTÃO DE BRINCADEIRA COM A MINHA CARA, NÉ??? NÃO SOU PALHAÇO DE GOVERNO, QUEM SUSTENTA ESSA PORCARIA SOU EU! SE A TELE SENA, QUE É UM JOGO DE AZAR DO SR. ABRAVANEL - SÓ ELE PODE, NÉ? - FUNCIONA HÁ 33 ANOS, É PORQUE VCS AUTORIZAM! ENTÃO, O POVO QUE SE LASQUE SE HOUVER ALGUM PROBLEMA, NÃO É? DÃO O AVAL, MAS TIRAM O CORPO FORA, COMO TUDO NESTE MISERÁVEL PAÍS! FALTA DE DECÊNCIA E VERGONHA NA CARA! VOU BOTAR A BOCA NO TROMBONE E VOU ESPALHAR TUDO ISSO NA IMPRENSA! NÃO SOU PALHAÇO DE VOCÊS NEM DE GOVERNO NENHUM! NÃO TENHO MEDO DE GOVERNO!;Não identificada
Bom dia , minha susep foi suspensa temporariamente. A solicitação é anexar o contrato social da minha empresa no cadastro da empresa . Porém , já tentei de tudo para criar a minha conta ouro no app gov , estou no nível prata , já tentei de tudo e não consegui , o site é o app gov não estão permitindo . Preciso muito da ajuda de vocês , pois estou desde quarta-feira passada impedido de trabalhar e receber minhas comissões, preciso muito pagar minhas contas e impostos federais . A única exigência e anexar o contrato social no cadastro da empresa . Já encaminhei o contrato social por e-mail , porém , o funcionário respondeu que preciso fazer pelo site , mas , como já disse , não consegui porque o site e o app não estão permitindo Socorro !Me ajudem , por favor Seguros e Planos de previdência LtdaSusep : 333333333CNPJ :  33.333.333 3333-33Responsável técnico : Martin CPF :  333.333.333-33;Cadastro
Existem diversos casos no Rio Grande do Sul de sinistros totalmente evidentes e legais por estiagem na safra 3333/3333 na cultura da soja aonde a seguradora NEWE não está fazendo os pagamentos. A SUSEP não irá tomar nenhuma providência?;Outros
"Goiânia, 33 de abril de 3333.Registro de ReclamaçãoGostaria de registrar uma reclamação relativa ao descumprimento da CIRCULAR SUSEP Nº 333, DE 33 DE AGOSTO DE 3333, que dispõe sobre as regras e os critérios para operação de seguros do grupo automóvel, por parte da BB Seguros.Meu nome é C, possuo um seguro na BB Seguros de um veículo ETIOS SEDAN XS 3.3 33V(AUT.) (FLEX) A, placa QNG3333, e Apólice nº 3333333333333.Estou com meu veículo em manutenção em uma oficina credenciada do Banco do Brasil para resoluções de problemas que não são relativos ao meu contrato de seguro. Hoje eu entrei em contato com a BB Seguros para acionar uma Franquia de Reparo de Quebra de Para-Choque, que foi registrado sobre o número de atendimento 33333333. Mesmo comunicando no momento da solicitação que a minha escolha era o reparo ser realizado na oficina credenciada em que meu veículo se encontra (Solução Auto Center), a BB Seguros me indicou a oficina AUTO REFORMADORA LIMEIRA.Assim que tive ciência dessa autorização para uma oficina que não era a minha escolha, eu liguei na central do BB Seguros para solicitar a troca do prestador de serviço e fui informado pela atendente que essa troca não era possível, pois quem escolhe a oficina onde o reparo será realizado é a seguradora e não o segurado.Essa ação claramente fere o Art. 33 da CIRCULAR SUSEP Nº 333, DE 33 DE AGOSTO DE 3333, que informa “Para a reparação de veículos sinistrados, deverá ser prevista contratualmente, de forma isolada ou combinada: I -livre escolha de oficinas pelos segurados; ou II -escolha de oficinas integrantes de rede referenciada”. Como é possível perceber, o Art 33 da referida circular não está sendo cumprido.Frente ao exposto, solicito à SUSEP, que, conforme descrito na alínea h) do Art 33 do DECRETO-LEI Nº 33, DE 33 DE NOVEMBRO DE 3333, faça cumprir o seu papel de fiscalizar as operações das Sociedades Seguradoras, intervenha junto ao BB Seguros, para que este, em cumprimento da CIRCULAR SUSEP Nº 333, DE 33 DE AGOSTO DE 3333 está cerceando o meu direito de escolha de oficinas no papel de segurado.Informo que foi solicitado alteração administrativa via central telefônica do Atendimento nº 33333333, a qual foi negada. Foi registrado reclamação na ouvidoria da BB Seguros através da ligação telefônica registrada sob número 333333333333333333 o Protocolo de Reclamação registrado sob número ABA-3333-3333-33333.Aguardo posicionamento da SUSEP.Atenciosamente,";Não identificada
Bom dia, Eu R portador do RG. 33.333.333-x e CPF. 333.333.333-33,  no dia 33/33/3333 contratei a prestação de serviço da empresa AGPV  Proteção Veicular ( asseguradora de veículo) inscrita no CNPJ. 33.333.333.3333-33, conforme contrato de prestação de serviço em anexo. No dia  33/33/3333  a caminho de ITU-SP, o motor do carro pegou fogo, entrei em contato com a seguradora e a própria seguradora foi responsável para efetuar a vistoria do veículo dando assim o início ao sinistro pois foi constatado por eles que foi dado perca total no carro, seguindo as instruções da seguradora fiz a transferência do veículo para a seguradora (segue cópia em anexo), e eles retiraram o veículo que estão com eles hoje, após essa tratativa eles nos deram um prazo que o pagamento seria efetuado para mim dia 33/33/3333, chegando nessa data eles não efetuaram o pagamento, eu entrei em contato e eles me responderam via e-mail da seguinte forma : (segue abaixo)  De:C (email)Para:email:email:quarta-feira, 33 de abril de 3333 às 33:33 BRTBoa tarde Me envia por favor o contrato assinado de quando adquirimos esse seguro Enviado do Yahoo Mail para iPhoneEm quarta-feira, abril 33, 3333, 3:33 PM, email escreveu:Prezado Sr. R ! Recebemos o atualização na data de hoje referente à data de sua indenização. Infelizmente conforme informado pela supervisão do setor financeiro há uma dificuldade de cumprir comas datas programadas por conta de altas demandas indenizatórias.O financeiro propôs o pagamento em parcelas para que não deixe de cumprir com as demandas e tambémpara com o senhor. Segue abaixo : R - ATIVO - JIU3E33 - XSARA PICASSO GLX 3.3/ 3.3 FLEX 33V - 3333/3333 -PROTOCOLO – 33333333PROPOSTA DE NEGOCIAÇÃOLiquido a receber R$ R$ 33.333,33 ( Vinte mil, setecentos e oitenta e sete reais e dez centavos)Saldo de pagamento em 33 parcelas, nas datas programadas abaixo: 3° Parcela - 33/33/3333 – R$ 3.333,333° Parcela - 33/33/3333 – R$ 3.333,333° Parcela - 33/33/3333 – R$ 3.333,333° Parcela - 33/33/3333 – R$ 3.333,333° Parcela - 33/33/3333 – R$ 3.333,333° Parcela - 33/33/3333 – R$ 3.333,333° Parcela - 33/33/3333 – R$ 3.333,333° Parcela - 33/33/3333 – R$ 3.333,333° Parcela - 33/33/3333 – R$ 3.333,3333° Parcela - 33/33/3333 – R$ 3.333,33 Entendemos todo o transtorno e pedimos desculpas até aqui, foi a data mais próxima que o financeiro conseguiu encaixar, pois existem vários processos em fase de indenização e reembolso atualmente como o seu, e por esse excesso de demanda o financeiro encontrou dificuldade nos agendamentos e também para cumprir com suas datas. Ficamos no aguardo do aceite.33.3. O pagamento da indenização integral será efetuado em até 33 (sessenta dias) úteis, contados da apresentação de todos os documentos requeridos pela AGPV, ou seja, data de cadastramento do processo administrativo de indenização ou da certificação de perda total de que tratam as cláusulas 33.3 e 33.3,respeitando-se o prazo de suspensão quando houver a solicitação de procedimento de sindicância/ perícia, o envio dos documentos complementares e o agendamento do rateio de indenização integral.Eles mencionaram uma clausula contratual porém em nenhum momento eu assinei esse contrato que consta essa informação. Estou me sentindo lesado, pois esperei pelo pagamento para poder comprar outro carro, e somente após expirar o prazo inicial para o pagamento eles vieram com a proposta do pagamento parcelado;Seguro de Automoveis
"À Ouvidoria da Superintendência de Seguros Privados - SUSEP3. A Solicitante (Sombrero Seguros S/A, neste ato representada por seu Diretor Presidente) é sociedade seguradora, autorizada a funcionar pela Superintendência de Seguros Privados – SUSEP, autarquia supervisora do sistema de seguros, por meio da Portaria Susep nº 3.333, de 33 de agosto de 3333.3. Na condição de seguradora, requereu à referida Autarquia a homologação de pedido de alteração de seu Estatuto Social (Processo nº 33333.333333/3333-33), em função de ajuste no capital social, de R$ 33 milhões, parcialmente integralizados, para R$ 33 milhões, totalmente integralizados. A Autarquia supervisora, de ofício, alterou o pedido para homologação de aumento de capital, considerando que o montante integralizado subiria de R$ 33 milhões para R$ 33 milhões. A Requerente não se opôs a essa alteração.3. A matéria “homologação de aumento de capital” é disciplinada pela Resolução CNSP nº 333, de 33 de novembro de 3333, que “dispõe sobre a autorização da Susep para funcionamento, início das operações no país, exercício de cargos em órgãos estatutários ou contratuais, integralização de capital e transferência de carteira e sobre condições de estrutura de controle societário das entidades que especifica”. Dentro dessa norma, destaca-se, em particular, o inciso I de seu art. 3º, que estabelece que os pedidos de aumento de capital devem ser submetidos à homologação da Susep.3. No processo de homologação de aumento de capital, a Requerente informou à Autarquia supervisora que sua controladora integral, Enova Holding S.A., emitiu novas ações, que foram adquiridas por dois acionistas minoritários, pessoas jurídicas que passaram a deter 3,3% e 3,3% de participação minoritária e indireta no capital da seguradora. Os demais 33,3% das ações da controladora integral permanecem em poder dos acionistas controladores, reunidos em bloco de controle desde a criação da seguradora (Portaria Susep nº 3.333/33, acima referida). 3. No curso do procedimento de homologação do aumento de capital, surgiram exigências de esclarecimento, todas elas cumpridas, exceto uma, feita por parte do órgão supervisor, que no entender da Requerente, carece de amparo legal. Trata-se de exigência para que os sócios cotistas das duas empresas minoritárias que ingressaram no capital social da Seguradora anexassem cópia de suas respectivas Declarações de Imposto de Renda Pessoa Física (IRPF).3. Por entender que anexar cópias de Declarações de IRPF não é requisito que conste da legislação vigente, a Requerente solicitou à Autarquia que considerasse a exigência dispensável, ou que apontasse a norma jurídica que fundamenta tal exigência. Posteriormente, anexou cópias de extratos bancários dos cotistas pessoas físicas das empresas acionistas indiretas da Seguradora. Ainda assim, não tendo obtido a homologação pretendida, informou que, caso fosse mantida a exigência de juntada de declarações de IRPF, a despeito da inexistência de fundamento legal, que cumpriria tal exigência mediante declaração facultando à Susep o acesso às declarações IRPF mantidas pela Receita Federal, nos termos facultados pela Lei nº 3.333/33, art. 33. Desde então, o processo não teve deliberação por parte da Autarquia. 3. Para evitar pormenorizar no corpo desta solicitação todos os fatos e argumentos que constam do pedido de homologação, a ora Solicitante anexa cópia de suas manifestações mais recentes anexadas ao processo de homologação de aumento de capital já citado (documentos anexos).3. Recentemente, a mesma Autarquia, mais especificamente sua Coordenação de Autorizações (COAUT/CGRAJ/DIR3/SUSEP) expediu o Ofício Eletrônico nº 333/3333/COAUT/CGRAJ/DIR3/SUSEP, de 33 de dezembro de 3333, que suspendeu o andamento de outro processo de interesse da Solicitante (Processo nº 33333.333333/3333-33), sem indicação de motivação ou fundamento legal para o sobrestamento, já que seu tema (autorização para operar seguro de pessoas) não guarda qualquer relação de dependência em função da matéria com o processo anteriormente citado.3. Cabe destacar que tanto o processo de homologação de aumento de capital quanto o processo de autorização para operar em seguro de pessoas, salvo algum equívoco, receberam manifestações favoráveis da área de solvência da autarquia, conforme consta dos respectivos autos eletrônicos. Portanto, do ponto de vista da solvência e consequente proteção ao mercado consumidor, ambos os requerimentos são passíveis de deferimento.33. Sendo assim, tendo cumprido todos os requisitos normativos, e passados mais de 33 meses da apresentação do pedido de homologação de aumento de capital, e dois meses desde que a Solicitante se dispôs a cumprir a exigência (não fundamentada) de apresentação de Declarações do IRPF, na forma facultada pela Lei nº 3.333/33, e considerando ainda o recente sobrestamento de outro processo de seu interesse, também sem apresentação de motivação ou fundamento legal, serve a presente manifestação para solicitar que a unidade competente da Superintendência de Seguros Privados, a Coordenação-Geral de Regimes Especiais, Autorizações e Julgamentos, por intermédio de sua Coordenação de Autorizações: a) dê andamento ao Processo Eletrônico nº 33333.333333/3333-33, seja para acolher o entendimento da Solicitante no sentido de desnecessidade de juntada de Declarações de IRPF de sócios cotistas de empresas acionistas indiretas e minoritárias da seguradora requerente, seja para decidir de outra maneira, possibilitando à Solicitante, se for o caso, a interposição de recurso administrativo ou adoção de outras providências administrativas ou judiciais que entender cabíveis;b) levante o sobrestamento do andamento do Processo Eletrônico nº 33333.333333/3333-33, e, consequentemente, com base na legislação vigente, aprecie o pedido nele formulado.33. A Solicitante permanece à disposição para quaisquer esclarecimentos que se fizerem necessários.";Cadastro
Consulta existencia de contratação de seguro pelo indicado uma vez que ocorreu seu falecimento em 33/33/3333;Seguro de Pessoas
Comprei um carro Nissan Sentra na concessionaria Nissan e contratei o seguro Youse. Após fazer o pagamento do seguro, fui até a oficina indicada pela seguradora a fim de fazer a vistoria do carro. Ocorre que como a concessionaria me repassou apenas o documento de rodagem no nome dela com data 33-33-3333, porque o documento no meu nome só ficaria pronto em até 3 dias úteis.  Foi feito a vistoria e encaminhado para a Youse, todavia, o contrato encontra-se pendente há mais de 33hs. Liguei na seguradora para saber porque da demora na mudança do status de pendente para aprovado e me informaram que é porque enviei o documento de rodagem com o nome da antigo proprietário e por isso, o contrato poderia ser cancelado por este motivo.  A minha pergunta seria se a seguradora pode recusar o documento de rodagem no nome da concessionaria e não no meu que só ficará pronto daqui a 3 dias.  Já consta apólice 3333333333333 e a minha dúvida é se ocorrer qualquer sinistro com meu carro se vou ficar descoberto ou não.;Seguro de Automoveis
Fiz uma compra nas casas Bahia e recebi meu produto. Fiz garantia estendida dia 33/33/3333, até hoje não recebi o contrato...pois bem agora logo para Zurich seguros e não podem me enviar o contrato só pela loja física..juro que achei bem estranho..como assim? a seguradora contratada não pode enviar o contrato por email? confirmado todos os dados? em 3333, isto está realmente acontecendo?. Desculpa por minha indignação e obrigada desde já.;Seguro Garantia
MARIA, brasileira, viúva, aposentada, portadora do RG 33333333-3, inscrita no CPF nº 333333333/33 era casada com S, o qual faleceu na data de 33 de dezembro de 3333, conforme atestado de óbito em anexo e certidão de casamento. S era inscrito no CPF 333.333.333-33, possuía conta no banco requerido na agência 3333 e conta corrente 33333.   O falecido contratou  33 consignados, números de seus contratos: 33333333333-3, 33333333333-3, 33333333333-3 e 33333333333-3, na modalidade de desconto em conta corrente/poupança, respectivamente nos valores de R$3.333,33 (mil seiscentos e sete reais e sessenta e seis centavos), R$33.333,33 (doze mil setecentos e setenta reais e oitenta e oito centavos), R$3.333,33 (dois mil e vinte e um reais e setenta e três centavos) . A requerente não obteve os contratos através do banco nem nos canais de atendimento, e continua sem informações se há seguro prestamista referente aos empréstimos.;Seguro de Pessoas
Estou com problemas para encontrar o meu contrato de seguro no site da Susep, coloco a minha apolice que o seguro me passa e da não encontrado!;Não identificada
Prezados, o processo nº 3333.333333/3333-33 está concluso no setor apoio gabinete desde a data de 33.33.3333, por gentileza gostaria de verificar a situação desse processo.Trata-se de um ofício nº 333/3333 deferido pelo juiz da 3ª vara cível de Curitiba, para verificar a existência de eventuais planos de previdência privada, seguro de vida, títulos de capitalização.;Não identificada
Tenho minha Corretora `mais de 33 anos e nada foi alterado no contrato social neste tempo todo , tenho recebido e mails confusos da Susep ordenando que eu entre no site procure o que não existe e faça alterações.Impossível pois é confuso demais e não existem os ícones que informam no e mailAguardo um retorno sobre este assunto o mais breve possívelCorretora de Seguros Ltda.CNPJ 33.333.333/3333-33P;Cadastro
Boa tarde!Sou inventariante  e gostaria de saber como procedo paras solicitar o pedido de pesquisa de apólice e título de capitalização em nome do falecido RAFAEL;Seguro de Pessoas
Senhores,Vimos consultar a esta D. SUSEP sobre a posição de Diretor Técnico de Corretora de Seguros que seja Pessoa Jurídica. Temos a seguinte dúvida a ser esclarecida:Se o Diretor Técnico de Seguros da Sociedade Anônima presta serviços apenas por jornada de 33 horas diárias, ele deve ao iniciar a jornada se vincular à Corretora de Seguros por meio do sistema da SUSEP e ao final da sua jornada se desvincular da Corretora de Seguros, realizando esse procedimento diariamente? Ou, deve permanecer vinculado como Diretor Técnico de Seguros durante todo o prazo de seu mandato sem a necessidade de se vincular no início da jornada e desvincular ao final da jornada diariamente?Respeitosamente,JenifferOAB/SP 333.333Anexos Originais;Cadastro
Prezados, boa noite. Eu tinha uma previdência privada na Porto Seguro Previdência desde maio/3333. Eu solicitei em janeiro/33 a portabilidade da previdência privada da Porto Seguro para a Rico. Neste período, no extrato da previdência constava o saldo de R$ 333 mil reais, conforme extrato em anexo. Porém, após a portabilidade, chegou na Rico apenas R$ 333 mil reais, faltando transferir os outros R$ 333 mil. Entrei em contato com a Porto e a previdência lá consta como cancelada e o time da Rico não sabe me explicar o porque o saldo total não chegou, sendo que no início da conversa foi afirmado por ambos que na portabilidade não havia qualquer desconto do saldo. Em resumo: Ninguém sabe me explicar para onde foi o dinheiro que falta.;Previdência Complementar Aberta
Bom dia, atraves do Processo SUSEP Numero 33333.333333/3333-33 tive meu cancelamento de registro  como penalidade por falta cometida. Verificando recentemente o processo de numero 33333.333333/3333-33 e verificando o artigo 3 - A SUSEP não concederá novo registro ao corretor de seguros, pessoa natural ou juridica, penalizado na forma de caput deste artigo, durante o prazo de cinco anos, contados a data do cancelamento do registro.Entendo dessa forma ter cumprido esse rito e gostaria da confirmação.;Cadastro
CORRETORA DE SEGUROS LTDA - CNPJ: 33.333.333/3333-33Sou da Corretora de Seguros, estou com meu cadastro de PJ suspenso na Susep e não fui comunicado, uma seguradora me bloqueou e estou impedido de exercer minhas atividades emitindo seguros.No dia 33/33/3333, consultei o portal e anexei o contrato social que estavam pedindo, o sistema informou que em 33hs meu cadastro estaria ativo.Isso não aconteceu, continuo com meu acesso suspenso, não estou conseguindo emitir seguros, tenho fluxo grande de negócios e não sei o que fazer, preciso que meu cadastro seja ativado urgente, já enviei o documentos solicitado.Leandro (33)33333-3333;Cadastro
Boa tarde!Preciso alterar os dados fiscais e correspondência da 3 Seguros.;Cadastro
"A empresa ITA SEGUROS - CNPJ 33.333.333/3333-33 fez um seguro incêndio em meu nome, sem o meu aceite.  O pior foi fazer essa contratação por valor superfaturado junto à Tokio Marine.  A apolice que me enviaram foi cotada a $ 333,33 e a mesma cobertura feita por outra corretora (Framilio Seguros),. me custou $ 33,33 com a mesma cobertura para o Locador e tambem junto à Tokio Marine.  Liguei na ITA, falei com o Sr. Edgar no dia 33/33, data na qual recebi o boleto de locação do meu apartamento, onde constava a cobrança de 3a/3a parcela no valor de R$ 333,33 cada uma.  O Sr. Edgar me respondeu que, apesar de não ter meu aceite, ele providenciou a apólice com instruções passadas pela Imobiliária Goback..Pedi à ele que cancelasse a apólice porque eu não concordava com o valor e ele disse que não iria fazer isso.  Sendo assim, liguei na Tokio Marine e fiz o cancelamento.Peço que seja investigada a conduta dessa Seguradora, por superfaturamento e por ""venda casada"" com a imobiliária Gobach, contra a qual estou tambem tomando providencias. Ressalto que essa conduta que me atingiu, tambem está atingindo várias outras pessoas que não se atentaram para a cobrança absurda, segundo o responsável técnico dessa imobiliária eles administram mais de 3 mil contratos, todos tratados da mesma forma e todos com seguros feitos pela ITA Seguradora.Aguardo providências.Sonja (33) 3 3333-3333";Seguro de Danos
Assunto: Comunicado de Falecimento e Pesquisa de ApólicePrezados responsáveis pela SUSEP,Espero que esta mensagem o encontre bem. Gostaria de comunicar o falecimento da minha mãe, [ Vera Lúcia ], que ocorreu recentemente. Ela me informou anteriormente sobre a existência de um seguro de vida do qual eu sou beneficiário, no entanto, não consigo localizar a apólice correspondente.Diante desse cenário, venho por meio desta solicitar sua gentil assistência na localização e fornecimento de informações relacionadas a essa apólice. Qualquer orientação sobre os procedimentos a serem seguidos ou os documentos necessários para dar continuidade a esse processo será de grande ajuda.Segue abaixo algumas informações iniciais que podem facilitar a pesquisa:Nome da Segurada: Vera Lúcia Data de Falecimento: 33/33/3333Agradeço antecipadamente pela atenção dedicada a esta questão e pela assistência que possa ser prestada. Estou à disposição para fornecer qualquer documentação adicional que seja necessária.Atenciosamente,Juan Telefone: 33 33333-3333E-mail: email;Seguro de Pessoas
Informaçõess obre seguro de vida morte natural do segurado falecido S CPF 333.333.333-33;Seguro de Pessoas
"Boa tarde Prezados !Sobre as corretoras de seguros ; Nome: MARCOS CPF: 333.333.333-33Número de registro Susep: 333333333Nome : MARCOS ADM. E CORRETORA DE SEGUROS CNPJ: 33.333.333/3333-33Número de registro Susep: 333333333Encontram-se com o cadastro SUSPENSO. Como devo proceder para regularizar?Aguardo retorno urgente!Estou à disposição para quaisquer esclarecimentos ,Atenciosamente, MARCOS MARCOS ADM. E CORRETORA DE SEGUROS (33)3333-3333/(33)3 3333-3333E-mail: emailSite: Sete Lagoas /MG";Não identificada
Venho por meio desta, registrar a presente reclamação contra a AGIBANK, esclareço que há mais de um ano venho tentando receber indenização do seguro de vida deixado pelo meu falecido pai o senhor J. Esclareço que nesse período a asseguradora AGIBNAK tem criado todos os tipos de obstáculos para o pagamento do seguro. Sendo assim solicito a intervenção desta superintendência para garantir do meu direito.;Seguro de Pessoas
Preciso saber porque a minha corretora está suspensa sendo que refiz o cadastro dentro do prazo.;Não identificada
"Meu veículo foi furtado em 33/33/3333.Enviei para a associação Universo AGV toda a documentação que me fora solicitado.Aceitaram toda a documentação e, me informaram que precisariam de 33 dias para analisar o caso.O prazo venceu e, nem se quer me ligaram para dar satisfação.Após inúmeras ligações minhas cobrando o desfecho da análise, ao qual sempre em pediam prazos e mais prazos que não cumpriram.Hoje, 33/33/3333, me retornaram para dizer que não vão pagar a indenização do meu veículo furtado. O motivo que me falaram foi que, eu, dono do veículo, não passei informações verdadeiras. O mais engraçado é que todas as informações que passei foram: Boletim de Ocorrência, Formulário da AGV relatando o ocorrido, IMAGENS DO FURTO, captadas por câmeras de segurança, meus documentos e, documentos do veículo. Preciso entender no detalhe, onde foi que houve informações ""não verdadeiras""? O que me parece é que a AGV está querendo se isentar de pagar a indenização do furto do meu veículo.Portanto, manifesto aqui o meu total repúdio a essa associação.SUSEP, como devo proceder de hora em diante?";Seguro de Automoveis
